,A,Length
4825,antizymic,9.0
4826,antizymotic,11.0
4827,antler,6.0
4828,antlered,8.0
4829,antilae,7.0
4830,antlia,6.0
4831,antoeci,7.0
4832,antoecians,10.0
4833,antonomasia,11.0
4834,antonomastic,12.0
4835,antonomasy,10.0
4836,antonym,7.0
4837,antorbital,10.0
4838,antorgastic,11.0
4839,antozone,8.0
4840,antral,6.0
4841,antre,5.0
4842,antrorse,8.0
4843,antrovert,9.0
4844,antra,5.0
4845,antrum,6.0
4846,antrustion,10.0
4847,anubis,6.0
4848,anura,5.0
4849,anurous,7.0
4850,anury,5.0
4851,anus,4.0
4852,anvil,5.0
4853,anxietude,9.0
4854,anxieties,9.0
4855,anxiety,7.0
4856,anxious,7.0
4857,anxiously,9.0
4858,anxiousness,11.0
4859,any,3.0
4860,anybody,7.0
4861,anyhow,6.0
4862,anyone,6.0
4863,anything,8.0
4864,anythingarian,13.0
4865,anyway,6.0
4866,anyways,7.0
4867,anywhere,8.0
4868,anywhither,10.0
4869,anywise,7.0
4870,aonian,6.0
4871,aorist,6.0
4872,aoristic,8.0
4873,aorta,5.0
4874,aortic,6.0
4875,aortitis,8.0
4876,aoudad,6.0
4877,apace,5.0
4878,apaches,7.0
4879,apagoge,7.0
4880,apagogic,8.0
4881,apagogical,10.0
4882,apaid,5.0
4883,apair,5.0
4884,apalachian,10.0
4885,apanage,7.0
4886,apanthropy,10.0
4887,apar,4.0
4888,apara,5.0
4889,aparejo,7.0
4890,aparithmesis,12.0
4891,apart,5.0
4892,apartment,9.0
4893,apartness,9.0
4894,apastron,8.0
4895,apathetic,9.0
4896,apathetical,11.0
4897,apathetically,13.0
4898,apathist,8.0
4899,apathistical,12.0
4900,apathies,8.0
4901,apathy,6.0
4902,apatite,7.0
4903,apaume,6.0
4904,ape,3.0
4905,aped,4.0
4906,aping,5.0
4907,apeak,5.0
4908,apehood,7.0
4909,apellous,8.0
4910,apennine,8.0
4911,apepsy,6.0
4912,aper,4.0
4913,aperea,6.0
4914,aperient,8.0
4915,aperitive,9.0
4916,apert,5.0
4917,apertion,8.0
4918,apertly,7.0
4919,apertness,9.0
4920,aperture,8.0
4921,aperies,7.0
4922,apery,5.0
4923,apetalous,9.0
4924,apetalousness,13.0
4925,apexes,6.0
4926,apices,6.0
4927,apex,4.0
4928,aphaeresis,10.0
4929,aphakia,7.0
4930,aphakial,8.0
4931,aphaniptera,11.0
4932,aphanipterous,13.0
4933,aphanite,8.0
4934,aphanitic,9.0
4935,aphasia,7.0
4936,aphasy,6.0
4937,aphasic,7.0
4938,aphelia,7.0
4939,aphelion,8.0
4940,apheliotropic,13.0
4941,apheliotropism,14.0
4942,aphemia,7.0
4943,apheresis,9.0
4944,aphesis,7.0
4945,aphetic,7.0
4946,aphetism,8.0
4947,aphetize,8.0
4948,aphid,5.0
4949,aphides,7.0
4950,aphidian,8.0
4951,aphidivorous,12.0
4952,aphidophagous,13.0
4953,aphilanthropy,13.0
4954,aphis,5.0
4955,aphlogistic,11.0
4956,aphonia,7.0
4957,aphony,6.0
4958,aphonic,7.0
4959,aphonous,8.0
4960,aphorism,8.0
4961,aphorismatic,12.0
4962,aphorismic,10.0
4963,aphorismer,10.0
4964,aphorist,8.0
4965,aphoristic,10.0
4966,aphoristical,12.0
4967,aphoristically,14.0
4968,aphorize,8.0
4969,aphrite,7.0
4970,aphrodisiac,11.0
4971,aphrodisiacal,13.0
4972,aphrodisian,11.0
4973,aphrodite,9.0
4974,aphroditic,10.0
4975,aphtha,6.0
4976,aphthae,7.0
4977,aphthoid,8.0
4978,aphthong,8.0
4979,aphthous,8.0
4980,aphyllous,9.0
4981,apiaceous,9.0
4982,apian,5.0
4983,apiarian,8.0
4984,apiarist,8.0
4985,apiary,6.0
4986,apical,6.0
4987,apician,7.0
4988,apicular,8.0
4989,apiculate,9.0
4990,apiculated,10.0
4991,apiculture,10.0
4992,apiece,6.0
4993,apieces,7.0
4994,apiked,6.0
4995,apiol,5.0
4996,apiologist,10.0
4997,apis,4.0
4998,apish,5.0
4999,apishly,7.0
5000,apishness,9.0
5001,apitpat,7.0
5002,aplacental,10.0
5003,aplacentata,11.0
5004,aplacophora,11.0
5005,aplanatic,9.0
5006,aplanatism,10.0
5007,aplastic,8.0
5008,aplomb,6.0
5009,aplotomy,8.0
5010,aplustre,8.0
5011,aplysia,7.0
5012,apneumona,9.0
5013,apnoea,6.0
5014,apo,3.0
5015,apocalypse,10.0
5016,apocalyptic,11.0
5017,apocalyptical,13.0
5018,apocalyptist,12.0
5019,apocalyptically,15.0
5020,apocarpous,10.0
5021,apocopate,9.0
5022,apocopated,10.0
5023,apocopation,11.0
5024,apocope,7.0
5025,apocrisiary,11.0
5026,apocrisiarius,13.0
5027,apocrustic,10.0
5028,apocryphas,10.0
5029,apocrypha,9.0
5030,apocryphal,10.0
5031,apocryphalist,13.0
5032,apocryphally,12.0
5033,apocryphalness,14.0
5034,apocynaceous,12.0
5035,apocyneous,10.0
5036,apocynin,8.0
5037,apod,4.0
5038,apodal,6.0
5039,apods,5.0
5040,apodes,6.0
5041,apode,5.0
5042,apoda,5.0
5043,apodan,6.0
5044,apodeictic,10.0
5045,apodictic,9.0
5046,apodeictical,12.0
5047,apodictical,11.0
5048,apodeictically,14.0
5049,apodictically,13.0
5050,apodeme,7.0
5051,apodixis,8.0
5052,apodosis,8.0
5053,apodous,7.0
5054,apodyterium,11.0
5055,apogaic,7.0
5056,apogamic,8.0
5057,apogamy,7.0
5058,apogeal,7.0
5059,apogean,7.0
5060,apogee,6.0
5061,apogeotropic,12.0
5062,apogeotropism,13.0
5063,apograph,8.0
5064,apohyal,7.0
5065,apoise,6.0
5066,apolar,6.0
5067,apolaustic,10.0
5068,apollinarian,12.0
5069,apollo,6.0
5070,apollonian,10.0
5071,apollonic,9.0
5072,apollyon,8.0
5073,apologer,8.0
5074,apologetic,10.0
5075,apologetical,12.0
5076,apologetically,14.0
5077,apologetics,11.0
5078,apologist,9.0
5079,apologized,10.0
5080,apologizing,11.0
5081,apologize,9.0
5082,apologizer,10.0
5083,apologue,8.0
5084,apologies,9.0
5085,apology,7.0
5086,apomecometer,12.0
5087,apomecometry,12.0
5088,apomorphia,10.0
5089,apomorphine,11.0
5090,aponeuroses,11.0
5091,aponeurosis,11.0
5092,aponeurotic,11.0
5093,aponeurotomy,12.0
5094,apopemptic,10.0
5095,apophasis,9.0
5096,apophlegmatic,13.0
5097,apophlegmatism,14.0
5098,apophlegmatizant,16.0
5099,apophthegm,10.0
5100,apophthegmatic,14.0
5101,apophthegmatical,16.0
5102,apophyge,8.0
5103,apophyllite,11.0
5104,apophysis,9.0
5105,apoplectic,10.0
5106,apoplectical,12.0
5107,apoplectiform,13.0
5108,apoplectoid,11.0
5109,apoplex,7.0
5110,apoplexed,9.0
5111,apoplexy,8.0
5112,aporetical,10.0
5113,aporias,7.0
5114,aporia,6.0
5115,aporosa,7.0
5116,aporose,7.0
5117,aport,5.0
5118,aposiopesis,11.0
5119,apositic,8.0
5120,apostasies,10.0
5121,apostasy,8.0
5122,apostate,8.0
5123,apostatic,9.0
5124,apostatical,11.0
5125,apostatized,11.0
5126,apostatizing,12.0
5127,apostatize,10.0
5128,apostemate,10.0
5129,apostemation,12.0
5130,apostematous,12.0
5131,aposteme,8.0
5132,apostil,7.0
5133,apostille,9.0
5134,apostle,7.0
5135,apostleship,11.0
5136,apostolate,10.0
5137,apostolic,9.0
5138,apostolical,11.0
5139,apostolically,13.0
5140,apostolicalness,15.0
5141,apostolicism,12.0
5142,apostolicity,12.0
5143,apostrophe,10.0
5144,apostrophic,11.0
5145,apostrophize,12.0
5146,apostume,8.0
5147,apotactite,10.0
5148,apotelesm,9.0
5149,apotelesmatic,13.0
5150,apothecaries,12.0
5151,apothecary,10.0
5152,apothecia,9.0
5153,apothecium,10.0
5154,apothegm,8.0
5155,apothegmatic,12.0
5156,apothegmatical,14.0
5157,apothegmatist,13.0
5158,apothegmatize,13.0
5159,apothem,7.0
5160,apotheoses,10.0
5161,apotheosis,10.0
5162,apotheosize,11.0
5163,apothesis,9.0
5164,apotome,7.0
5165,apozem,6.0
5166,apozemical,10.0
5167,appair,6.0
5168,appalachian,11.0
5169,appalled,8.0
5170,appalling,9.0
5171,appall,6.0
5172,appallment,10.0
5173,appanage,8.0
5174,appanagist,10.0
5175,apparaillyng,12.0
5176,apparatus,9.0
5177,apparatuses,11.0
5178,apparel,7.0
5179,appareled,9.0
5180,apparelled,10.0
5181,appareling,10.0
5182,apparelling,11.0
5183,apparence,9.0
5184,apparency,9.0
5185,apparent,8.0
5186,apparently,10.0
5187,apparentness,12.0
5188,apparition,10.0
5189,apparitional,12.0
5190,apparitor,9.0
5191,appaume,7.0
5192,appay,5.0
5193,appeach,7.0
5194,appeacher,9.0
5195,appeachment,11.0
5196,appealed,8.0
5197,appealing,9.0
5198,appeal,6.0
5199,appealable,10.0
5200,appealant,9.0
5201,appealer,8.0
5202,appeared,8.0
5203,appearing,9.0
5204,appear,6.0
5205,appearance,10.0
5206,appearer,8.0
5207,appearingly,11.0
5208,appeasable,10.0
5209,appeasing,9.0
5210,appease,7.0
5211,appeasement,11.0
5212,appeaser,8.0
5213,appeasive,9.0
5214,appellable,10.0
5215,appellancy,10.0
5216,appellant,9.0
5217,appellate,9.0
5218,appellation,11.0
5219,appellative,11.0
5220,appellatively,13.0
5221,appellativeness,15.0
5222,appellatory,11.0
5223,appellee,8.0
5224,appellor,8.0
5225,appenage,8.0
5226,appended,8.0
5227,appending,9.0
5228,append,6.0
5229,appendage,9.0
5230,appendaged,10.0
5231,appendance,10.0
5232,appendant,9.0
5233,appendence,10.0
5234,appendency,10.0
5235,appendical,10.0
5236,appendicate,11.0
5237,appendication,13.0
5238,appendicitis,12.0
5239,appendicle,10.0
5240,appendicular,12.0
5241,appendicularia,14.0
5242,appendiculata,13.0
5243,appendiculate,13.0
5244,appendixes,10.0
5245,appendices,10.0
5246,appendix,8.0
5247,appension,9.0
5248,apperceive,10.0
5249,apperception,12.0
5250,apperil,7.0
5251,appertained,11.0
5252,appertaining,12.0
5253,appertain,9.0
5254,appertainment,13.0
5255,appertinance,12.0
5256,appertinence,12.0
5257,appertinent,11.0
5258,appete,6.0
5259,appetence,9.0
5260,appetencies,11.0
5261,appetency,9.0
5262,appetent,8.0
5263,appetibility,12.0
5264,appetible,9.0
5265,appetite,8.0
5266,appetition,10.0
5267,appetitive,10.0
5268,appetize,8.0
5269,appetizer,9.0
5270,appetizing,10.0
5271,appian,6.0
5272,applauded,9.0
5273,applauding,10.0
5274,applaud,7.0
5275,applauder,9.0
5276,applausable,11.0
5277,applause,8.0
5278,applausive,10.0
5279,apple,5.0
5280,appliable,9.0
5281,appliance,9.0
5282,applicability,13.0
5283,applicable,10.0
5284,applicancy,10.0
5285,applicant,9.0
5286,applicate,9.0
5287,application,11.0
5288,applicative,11.0
5289,applicatorily,13.0
5290,applicatory,11.0
5291,appliedly,9.0
5292,applier,7.0
5293,appliment,9.0
5294,applique,8.0
5295,applotted,9.0
5296,applotting,10.0
5297,applot,6.0
5298,applotment,10.0
5299,applied,7.0
5300,applying,8.0
5301,apply,5.0
5302,appoggiatura,12.0
5303,appointed,9.0
5304,appointing,10.0
5305,appoint,7.0
5306,appointable,11.0
5307,appointee,9.0
5308,appointer,9.0
5309,appointive,10.0
5310,appointment,11.0
5311,appointor,9.0
5312,apporter,8.0
5313,apportioned,11.0
5314,apportioning,12.0
5315,apportion,9.0
5316,apportionateness,16.0
5317,apportioner,11.0
5318,apportionment,13.0
5319,appose,6.0
5320,apposed,7.0
5321,apposer,7.0
5322,apposite,8.0
5323,apposition,10.0
5324,appositional,12.0
5325,appositive,10.0
5326,appraisable,11.0
5327,appraisal,9.0
5328,appraised,9.0
5329,appraising,10.0
5330,appraise,8.0
5331,appraisement,12.0
5332,appraiser,9.0
5333,apprecation,11.0
5334,apprecatory,11.0
5335,appreciable,11.0
5336,appreciant,10.0
5337,appreciated,11.0
5338,appreciating,12.0
5339,appreciate,10.0
5340,appreciatingly,14.0
5341,appreciation,12.0
5342,appreciative,12.0
5343,appreciativeness,16.0
5344,appreciator,11.0
5345,appreciatory,12.0
5346,apprehended,11.0
5347,apprehending,12.0
5348,apprehend,9.0
5349,apprehender,11.0
5350,apprehensibiity,15.0
5351,apprehensible,13.0
5352,apprehension,12.0
5353,apprehensive,12.0
5354,apprehensively,14.0
5355,apprehensiveness,16.0
5356,apprentice,10.0
5357,apprenticed,11.0
5358,apprenticing,12.0
5359,apprenticeage,13.0
5360,apprenticehood,14.0
5361,apprenticeship,14.0
5362,appressed,9.0
5363,apprest,7.0
5364,apprised,8.0
5365,apprising,9.0
5366,apprise,7.0
5367,apprizal,8.0
5368,apprize,7.0
5369,apprizement,11.0
5370,apprizer,8.0
5371,approached,10.0
5372,approaching,11.0
5373,approach,8.0
5374,approachability,15.0
5375,approachable,12.0
5376,approachableness,16.0
5377,approacher,10.0
5378,approachless,12.0
5379,approachment,12.0
5380,approbate,9.0
5381,approbation,11.0
5382,approbative,11.0
5383,approbativeness,15.0
5384,approbator,10.0
5385,approbatory,11.0
5386,appromt,7.0
5387,approof,7.0
5388,appropinquate,13.0
5389,appropinquation,15.0
5390,appropinquity,13.0
5391,appropre,8.0
5392,appropriable,12.0
5393,appropriament,13.0
5394,appropriate,11.0
5395,appropriated,12.0
5396,appropriating,13.0
5397,appropriately,13.0
5398,appropriateness,15.0
5399,appropriation,13.0
5400,appropriative,13.0
5401,appropriator,12.0
5402,approvable,10.0
5403,approval,8.0
5404,approvance,10.0
5405,approved,8.0
5406,approving,9.0
5407,approve,7.0
5408,approvedly,10.0
5409,approvement,11.0
5410,approver,8.0
5411,approximate,11.0
5412,approximated,12.0
5413,approximating,13.0
5414,approximately,13.0
5415,approximation,13.0
5416,approximative,13.0
5417,approximator,12.0
5418,appui,5.0
5419,appulse,7.0
5420,appulsion,9.0
5421,appulsive,9.0
5422,appulsively,11.0
5423,appurtenance,12.0
5424,appurtenant,11.0
5425,apricate,8.0
5426,aprication,10.0
5427,apricot,7.0
5428,april,5.0
5429,apriorism,9.0
5430,apriority,9.0
5431,aprocta,7.0
5432,aproctous,9.0
5433,apron,5.0
5434,aproned,7.0
5435,apronfuls,9.0
5436,apronful,8.0
5437,apronless,9.0
5438,aprosos,7.0
5439,apse,4.0
5440,apsidal,7.0
5441,apsides,7.0
5442,apsis,5.0
5443,apt,3.0
5444,aptable,7.0
5445,aptate,6.0
5446,aptera,6.0
5447,apteral,7.0
5448,apteran,7.0
5449,apteria,7.0
5450,apterous,8.0
5451,apteryges,9.0
5452,apteryx,7.0
5453,aptitude,8.0
5454,aptitudinal,11.0
5455,aptly,5.0
5456,aptness,7.0
5457,aptote,6.0
5458,aptotic,7.0
5459,aptychus,8.0
5460,apus,4.0
5461,apyretic,8.0
5462,apyrexia,8.0
5463,apyrexy,7.0
5464,apyrexial,9.0
5465,apyrous,7.0
5466,aqua,4.0
5467,aquamarine,10.0
5468,aquapuncture,12.0
5469,aquarelle,9.0
5470,aquarellist,11.0
5471,aquarial,8.0
5472,aquarian,8.0
5473,aquariums,9.0
5474,aquaria,7.0
5475,aquarium,8.0
5476,aquarius,8.0
5477,aquatic,7.0
5478,aquatical,9.0
5479,aquatile,8.0
5480,aquatint,8.0
5481,aquatinta,9.0
5482,aqueduct,8.0
5483,aqueity,7.0
5484,aqueous,7.0
5485,aqueousness,11.0
5486,aquiferous,10.0
5487,aquiform,8.0
5488,aquilae,7.0
5489,aquila,6.0
5490,aquilated,9.0
5491,aquiline,8.0
5492,aquilon,7.0
5493,aquiparous,10.0
5494,aquitanian,10.0
5495,aquose,6.0
5496,aquosity,8.0
5497,ar,2.0
5498,ara,3.0
5499,arab,4.0
5500,arabesque,9.0
5501,arabesqued,10.0
5502,arabian,7.0
5503,arabic,6.0
5504,arabical,8.0
5505,arabin,6.0
5506,arabinose,9.0
5507,arabism,7.0
5508,arabist,7.0
5509,arable,6.0
5510,araby,5.0
5511,aracanese,9.0
5512,aracari,7.0
5513,arace,5.0
5514,araceous,8.0
5515,arachnid,8.0
5516,arachnida,9.0
5517,arachnidan,10.0
5518,arachnidial,11.0
5519,arachnidium,11.0
5520,arachnitis,10.0
5521,arachnoid,9.0
5522,arachnoidal,11.0
5523,arachnoidea,11.0
5524,arachnological,14.0
5525,arachnologist,13.0
5526,arachnology,11.0
5527,araeometer,10.0
5528,araeostyle,10.0
5529,araeosystyle,12.0
5530,aragonese,9.0
5531,aragonite,9.0
5532,araguato,8.0
5533,araise,6.0
5534,arak,4.0
5535,aramaean,8.0
5536,aramean,7.0
5537,aramaic,7.0
5538,aramaism,8.0
5539,araneida,8.0
5540,araneoidea,10.0
5541,araneidan,9.0
5542,araneiform,10.0
5543,araneina,8.0
5544,araneose,8.0
5545,araneous,8.0
5546,arangoes,8.0
5547,arango,6.0
5548,arapaima,8.0
5549,arara,5.0
5550,aration,7.0
5551,aratory,7.0
5552,araucaria,9.0
5553,araucarian,10.0
5554,arbalest,8.0
5555,arbalist,8.0
5556,arbalester,10.0
5557,arbalister,10.0
5558,arbiter,7.0
5559,arbitrable,10.0
5560,arbitrage,9.0
5561,arbitral,8.0
5562,arbitrament,11.0
5563,arbitrarily,11.0
5564,arbitrariness,13.0
5565,arbitrarious,12.0
5566,arbitrary,9.0
5567,arbitrated,10.0
5568,arbitrating,11.0
5569,arbitrate,9.0
5570,arbitration,11.0
5571,arbitrator,10.0
5572,arbitratrix,11.0
5573,arbitress,9.0
5574,arblast,7.0
5575,arbor,5.0
5576,arborary,8.0
5577,arborator,9.0
5578,arboreal,8.0
5579,arbored,7.0
5580,arboreous,9.0
5581,arborescence,12.0
5582,arborescent,11.0
5583,arboret,7.0
5584,arboreta,8.0
5585,arboretum,9.0
5586,arborical,9.0
5587,arboricole,10.0
5588,arboricultural,14.0
5589,arboriculture,13.0
5590,arboriculturist,15.0
5591,arboriform,10.0
5592,arborist,8.0
5593,arborization,12.0
5594,arborized,9.0
5595,arborous,8.0
5596,arbuscle,8.0
5597,arbuscular,10.0
5598,arbustive,9.0
5599,arbutus,7.0
5600,arbute,6.0
5601,arc,3.0
5602,arcade,6.0
5603,arcaded,7.0
5604,arcadia,7.0
5605,arcadian,8.0
5606,arcadic,7.0
5607,arcane,6.0
5608,arcana,6.0
5609,arcanum,7.0
5610,arcboutant,10.0
5611,arch,4.0
5612,arched,6.0
5613,arching,7.0
5614,archaean,8.0
5615,archaeography,13.0
5616,archaeolithic,13.0
5617,archaeologian,13.0
5618,archaeologic,12.0
5619,archaeological,14.0
5620,archaeologist,13.0
5621,archaeology,11.0
5622,archaeopteryx,13.0
5623,archaeostomatous,16.0
5624,archaeozoic,11.0
5625,archaic,7.0
5626,archaical,9.0
5627,archaism,8.0
5628,archaist,8.0
5629,archaistic,10.0
5630,archaized,9.0
5631,archaizing,10.0
5632,archaize,8.0
5633,archangel,9.0
5634,archangelic,11.0
5635,archbishop,10.0
5636,archbishopric,13.0
5637,archbutler,10.0
5638,archchamberlain,15.0
5639,archchancellor,14.0
5640,archchemic,10.0
5641,archdeacon,10.0
5642,archdeaconry,12.0
5643,archdeaconship,14.0
5644,archdiocese,11.0
5645,archducal,9.0
5646,archduchess,11.0
5647,archduchy,9.0
5648,archduke,8.0
5649,archdukedom,11.0
5650,archebiosis,11.0
5651,archegonial,11.0
5652,archegonium,11.0
5653,archegony,9.0
5654,archelogy,9.0
5655,archencephala,13.0
5656,archenemy,9.0
5657,archenteric,11.0
5658,archenteron,11.0
5659,archeology,10.0
5660,archeological,13.0
5661,archer,6.0
5662,archeress,9.0
5663,archership,10.0
5664,archery,7.0
5665,arches,6.0
5666,archetypal,10.0
5667,archetypally,12.0
5668,archetype,9.0
5669,archetypical,12.0
5670,archeus,7.0
5671,archiannelida,13.0
5672,archiater,9.0
5673,archiblastula,13.0
5674,archical,8.0
5675,archidiaconal,13.0
5676,archiepiscopacy,15.0
5677,archiepiscopal,14.0
5678,archiepiscopality,17.0
5679,archiepiscopate,15.0
5680,archierey,9.0
5681,archil,6.0
5682,archilochian,12.0
5683,archimage,9.0
5684,archimagus,10.0
5685,archimandrite,13.0
5686,archimedean,11.0
5687,archimedes,10.0
5688,archipelagic,12.0
5689,archipelago,11.0
5690,archipterygium,14.0
5691,architect,9.0
5692,architective,12.0
5693,architectonic,13.0
5694,architectonical,15.0
5695,architectonics,14.0
5696,architector,11.0
5697,architectress,13.0
5698,architectural,13.0
5699,architecture,12.0
5700,architeuthis,12.0
5701,architrave,10.0
5702,architraved,11.0
5703,archival,8.0
5704,archives,8.0
5705,archive,7.0
5706,archivist,9.0
5707,archivolt,9.0
5708,archlute,8.0
5709,archilute,9.0
5710,archly,6.0
5711,archmarshal,11.0
5712,archness,8.0
5713,archon,6.0
5714,archonship,10.0
5715,archontate,10.0
5716,archonts,8.0
5717,archprelate,11.0
5718,archpresbyter,13.0
5719,archpresbytery,14.0
5720,archpriest,10.0
5721,archprimate,11.0
5722,archtraitor,11.0
5723,archtreasurer,13.0
5724,archway,7.0
5725,archwife,8.0
5726,archwise,8.0
5727,archy,5.0
5728,arciform,8.0
5729,arcograph,9.0
5730,arctation,9.0
5731,arctic,6.0
5732,arctisca,8.0
5733,arctogeal,9.0
5734,arctoidea,9.0
5735,arcturus,8.0
5736,arcual,6.0
5737,arcuate,7.0
5738,arcuated,8.0
5739,arcuately,9.0
5740,arcuation,9.0
5741,arcubalist,10.0
5742,arcubalister,12.0
5743,arcubus,7.0
5744,ardassine,9.0
5745,ardency,7.0
5746,ardent,6.0
5747,ardently,8.0
5748,ardentness,10.0
5749,ardor,5.0
5750,arduous,7.0
5751,arduously,9.0
5752,arduousness,11.0
5753,ardurous,8.0
5754,are,3.0
5755,areas,5.0
5756,area,4.0
5757,aread,5.0
5758,areed,5.0
5759,areal,5.0
5760,arear,5.0
5761,areca,5.0
5762,areek,5.0
5763,arefaction,10.0
5764,arefy,5.0
5765,arenas,6.0
5766,arenae,6.0
5767,arena,5.0
5768,arenaceous,10.0
5769,arenarious,10.0
5770,arenation,9.0
5771,arendator,9.0
5772,areng,5.0
5773,arenga,6.0
5774,arenicolite,11.0
5775,arenilitic,10.0
5776,arenose,7.0
5777,arenulous,9.0
5778,areolae,7.0
5779,areola,6.0
5780,areolar,7.0
5781,areolate,8.0
5782,areolated,9.0
5783,areolation,10.0
5784,areole,6.0
5785,areolet,7.0
5786,areometer,9.0
5787,areometric,10.0
5788,areometrical,12.0
5789,areometry,9.0
5790,areopagist,10.0
5791,areopagite,10.0
5792,areopagitic,11.0
5793,areopagus,9.0
5794,areostyle,9.0
5795,areosystyle,11.0
5796,arere,5.0
5797,arest,5.0
5798,aret,4.0
5799,aretaics,8.0
5800,aretology,9.0
5801,arew,4.0
5802,argal,5.0
5803,argali,6.0
5804,argala,6.0
5805,argas,5.0
5806,argean,6.0
5807,argent,6.0
5808,argental,8.0
5809,argentan,8.0
5810,argentate,9.0
5811,argentation,11.0
5812,argentic,8.0
5813,argentiferous,13.0
5814,argentine,9.0
5815,argentite,9.0
5816,argentous,9.0
5817,argentry,8.0
5818,argil,5.0
5819,argillaceous,12.0
5820,argilliferous,13.0
5821,argillite,9.0
5822,argillous,9.0
5823,argive,6.0
5824,argo,4.0
5825,argoan,6.0
5826,argoile,7.0
5827,argol,5.0
5828,argolic,7.0
5829,argon,5.0
5830,argonaut,8.0
5831,argonauta,9.0
5832,argonautic,10.0
5833,argosies,8.0
5834,argosy,6.0
5835,argot,5.0
5836,arguable,8.0
5837,argued,6.0
5838,arguing,7.0
5839,argue,5.0
5840,arguer,6.0
5841,argufy,6.0
5842,argulus,7.0
5843,argument,8.0
5844,argumentable,12.0
5845,argumental,10.0
5846,argumentation,13.0
5847,argumentative,13.0
5848,argumentize,11.0
5849,argus,5.0
5850,argutation,10.0
5851,argute,6.0
5852,argutely,8.0
5853,arguteness,10.0
5854,arhizal,7.0
5855,arhizous,8.0
5856,arhythmic,9.0
5857,arhythmous,10.0
5858,aria,4.0
5859,arian,5.0
5860,arianism,8.0
5861,arianize,8.0
5862,aricine,7.0
5863,arid,4.0
5864,aridities,9.0
5865,aridity,7.0
5866,aridness,8.0
5867,ariel,5.0
5868,aries,5.0
5869,arietate,8.0
5870,arietation,10.0
5871,arietta,7.0
5872,ariette,7.0
5873,aright,6.0
5874,aril,4.0
5875,arillus,7.0
5876,arillate,8.0
5877,arllated,8.0
5878,ariled,6.0
5879,ariman,6.0
5880,ariolation,10.0
5881,ariose,6.0
5882,arioso,6.0
5883,arose,5.0
5884,arising,7.0
5885,arisen,6.0
5886,arise,5.0
5887,arist,5.0
5888,arista,6.0
5889,aristarch,9.0
5890,aristarchian,12.0
5891,aristarchy,10.0
5892,aristate,8.0
5893,aristocracies,13.0
5894,aristocracy,11.0
5895,aristocrat,10.0
5896,aristocratic,12.0
5897,aristocratical,14.0
5898,aristocratism,13.0
5899,aristology,10.0
5900,aristophanic,12.0
5901,aristotelian,12.0
5902,aristotelianism,15.0
5903,aristotelic,11.0
5904,aristulate,10.0
5905,arithmancy,10.0
5906,arithmetic,10.0
5907,arithmetical,12.0
5908,arithmetically,14.0
5909,arithmetician,13.0
5910,arithmomancy,12.0
5911,arithmometer,12.0
5912,ark,3.0
5913,arkite,6.0
5914,arles,5.0
5915,arm,3.0
5916,armed,5.0
5917,arming,6.0
5918,armada,6.0
5919,armadillos,10.0
5920,armadillo,9.0
5921,armado,6.0
5922,armament,8.0
5923,armamentary,11.0
5924,armature,8.0
5925,armchair,8.0
5926,armenian,8.0
5927,armet,5.0
5928,armfulus,8.0
5929,armful,6.0
5930,armgaunt,8.0
5931,armhole,7.0
5932,armiferous,10.0
5933,armiger,7.0
5934,armigerous,10.0
5935,armil,5.0
5936,armillas,8.0
5937,armillae,8.0
5938,armilla,7.0
5939,armillary,9.0
5940,arminian,8.0
5941,arminianism,11.0
5942,armipotence,11.0
5943,armipotent,10.0
5944,armisonant,10.0
5945,armisonous,10.0
5946,armistice,9.0
5947,armless,7.0
5948,armlet,6.0
5949,armoniac,8.0
5950,armor,5.0
5951,armored,7.0
5952,armorer,7.0
5953,armorial,8.0
5954,armoric,7.0
5955,armorican,9.0
5956,armorist,8.0
5957,armories,8.0
5958,armory,6.0
5959,armozeen,8.0
5960,armozine,8.0
5961,armpit,6.0
5962,armrack,7.0
5963,arms,4.0
5964,armure,6.0
5965,army,4.0
5966,arna,4.0
5967,arnee,5.0
5968,arnatto,7.0
5969,arnica,6.0
5970,arnicin,7.0
5971,arnicine,8.0
5972,arnot,5.0
5973,arnut,5.0
5974,aroid,5.0
5975,aroideous,9.0
5976,aroint,6.0
5977,aroma,5.0
5978,aromatic,8.0
5979,aromatical,10.0
5980,aromatization,13.0
5981,aromatized,10.0
5982,aromatizing,11.0
5983,aromatize,9.0
5984,aromatizer,10.0
5985,aromatous,9.0
5986,aroph,5.0
5987,around,6.0
5988,arousal,7.0
5989,aroused,7.0
5990,arousing,8.0
5991,arouse,6.0
5992,arow,4.0
5993,aroynt,6.0
5994,arpeggio,8.0
5995,arpent,6.0
5996,arpen,5.0
5997,arpentator,10.0
5998,arpine,6.0
5999,arquated,8.0
6000,arquebus,8.0
6001,arquebuse,9.0
6002,arquebusade,11.0
6003,arquebusier,11.0
6004,arquifoux,9.0
6005,arrach,6.0
6006,arrack,6.0
6007,arragonite,10.0
6008,arraigned,9.0
6009,arraigning,10.0
6010,arraign,7.0
6011,arraigner,9.0
6012,arraignment,11.0
6013,arraiment,9.0
6014,arrayment,9.0
6015,arranged,8.0
6016,arranging,9.0
6017,arrange,7.0
6018,arrangement,11.0
6019,arranger,8.0
6020,arrant,6.0
6021,arrantly,8.0
6022,arras,5.0
6023,arrasene,8.0
